"","X","Animal.ID","Name","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color","Intake.Date","Outcome.Subtype","Sex.upon.Outcome","Age.upon.Outcome","date.y","DOB","outcome","kitten","juvenile","young_adult","adult","old","multicolor","black","blue","brown","gray","orange","seal","silver","white","dom_short","dom_med","dom_long","siam","adopted","AgeDaysInt"
"10036",10036,"A703165","","3401 W Parmer Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2015-05-21,"Foster","Spayed Female","3 months",2015-07-19,2015-04-14,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",37
"10043",10043,"A703169","*Jacob","704 Hyde Park Ct in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black/White",2015-05-21,"","Neutered Male","2 months",2015-06-19,2015-04-14,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",37
"10044",10044,"A703161","*Daisy","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2015-05-21,"","Spayed Female","2 months",2015-06-19,2015-04-04,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",47
"10050",10050,"A703199","Quimby","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Black/White",2015-05-21,"","Neutered Male","3 years",2015-05-22,2012-05-21,"Return to Owner",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",1095
"10051",10051,"A703200","Smokey","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","8 months","Domestic Shorthair Mix","Blue/White",2015-05-21,"Partner","Spayed Female","9 months",2015-05-25,2014-08-21,"Transfer",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",273
"10052",10052,"A702114","Umami","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Brown Tabby",2015-05-21,"Suffering","Spayed Female","2 years",2015-05-24,2013-05-09,"Euthanasia",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",742
"10056",10056,"A703181","*Abby","7711 Mullen in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","White/Brown Tabby",2015-05-21,"","Spayed Female","1 year",2015-07-25,2014-05-21,"Adoption",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",365
"10061",10061,"A703243","","6005 Signal Point in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White",2015-05-22,"Partner","Spayed Female","2 months",2015-05-27,2015-03-22,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",61
"10064",10064,"A703235","","2212 Greenwood Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair Mix","Blue Tabby",2015-05-22,"SCRP","Intact Male","2 years",2015-05-23,2013-05-22,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",730
"10065",10065,"A703268","","9707 Colpax Drive in Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Calico",2015-05-22,"Partner","Unknown","3 weeks",2015-05-22,2015-04-30,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10066",10066,"A703246","Lottie","6005 Signal Point in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie",2015-05-22,"","Intact Female","2 months",2015-05-26,2015-03-22,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",61
"10067",10067,"A703233","","8519 Cahill in Austin (TX)","Stray","Injured","Cat","Intact Male","4 years","Domestic Shorthair Mix","Orange Tabby",2015-05-22,"Suffering","Intact Male","4 years",2015-05-27,2011-05-22,"Euthanasia",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",1461
"10069",10069,"A703286","*Pickles","Farnish Cove in Austin (TX)","Stray","Normal","Cat","Intact Female","5 weeks","Domestic Shorthair Mix","Tortie",2015-05-22,"Foster","Spayed Female","3 months",2015-07-18,2015-04-17,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",35
"10070",10070,"A703301","","7900 San Felipe Blvd in Austin (TX)","Public Assist","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black/White",2015-05-22,"Foster","Spayed Female","2 months",2015-06-20,2015-04-16,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",36
"10071",10071,"A703231","*Bellatrix","6610 Windrift Way in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Longhair Mix","Calico/White",2015-05-22,"","Spayed Female","2 months",2015-07-13,2015-04-25,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"1",27
"10073",10073,"A703244","","6005 Signal Point in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White",2015-05-22,"Partner","Intact Male","2 months",2015-05-26,2015-03-22,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",61
"10078",10078,"A581317","Louie","Round Rock (TX)","Owner Surrender","Normal","Cat","Neutered Male","4 years","Siamese Mix","White/Lynx Point",2015-05-22,"Partner","Neutered Male","4 years",2015-06-01,2010-07-22,"Transfer",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"0",1765
"10081",10081,"A703300","","1120 Spur St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Black",2015-05-22,"SCRP","Intact Female","1 year",2015-05-23,2014-05-22,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",365
"10085",10085,"A703280","*Oodle","E 21St St in Austin (TX)","Stray","Nursing","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Black",2015-05-22,"Partner","Intact Male","2 weeks",2015-05-26,2015-05-07,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",15
"10106",10106,"A703360","*Henry","11610 Crosstimber Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Black",2015-05-23,"Foster","Neutered Male","2 months",2015-07-18,2015-05-05,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",18
"10107",10107,"A703356","Garfield","3207 Sunny Ln in Austin (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Medium Hair Mix","Gray/White",2015-05-23,"","Neutered Male","6 months",2015-05-31,2014-11-23,"Return to Owner",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0",181
"10108",10108,"A703329","*Persimmon","Pflugerville (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Brown Tabby",2015-05-23,"","Spayed Female","3 months",2015-07-19,2015-04-11,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",42
"10110",10110,"A703335","*Wilson","3404 S 183 in Austin (TX)","Stray","Normal","Cat","Intact Male","2 years","Domestic Shorthair Mix","Black",2015-05-23,"Partner","Intact Male","2 years",2015-05-26,2013-05-23,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",730
"10115",10115,"A703344","","1704 East 5Th in Austin (TX)","Stray","Normal","Cat","Unknown","1 week","Domestic Shorthair Mix","Black",2015-05-23,"Partner","Unknown","1 week",2015-05-23,2015-05-16,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",7
"10123",10123,"A703369","*Parry","E 51St And Springdale Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby",2015-05-23,"Foster","Neutered Male","2 months",2015-07-14,2015-04-26,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",27
"10129",10129,"A703390","*Ripley","North Hwy 183 in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black",2015-05-24,"Foster","Neutered Male","2 months",2015-07-19,2015-04-24,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",30
"10132",10132,"A703382","*Jenny","2000 Cullen Avenue in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Cream Tabby",2015-05-24,"Partner","Intact Female","1 year",2015-06-07,2014-05-24,"Transfer",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",365
"10136",10136,"A703386","*Chrissy","13405 Wisterwood St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Orange Tabby/White",2015-05-24,"Foster","Spayed Female","2 months",2015-06-25,2015-04-18,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",36
"10137",10137,"A703426","*Leo","899 Us-183 in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Brown Tabby",2015-05-24,"Foster","Neutered Male","2 months",2015-07-19,2015-04-24,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",30
"10138",10138,"A703402","Oliver","7211 Northeast Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Orange Tabby",2015-05-24,"","Intact Male","2 months",2015-06-27,2015-04-24,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",30
"10146",10146,"A703439","Fluffy","11441 Ptarmigan Drive in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue/White",2015-05-24,"","Neutered Male","2 months",2015-05-28,2015-03-24,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",61
"10156",10156,"A703505","","6600 Fm 969 in Austin (TX)","Stray","Injured","Cat","Intact Male","2 years","Domestic Shorthair Mix","Brown Tabby",2015-05-25,"Suffering","Intact Male","2 years",2015-05-25,2013-05-25,"Euthanasia",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",730
"10157",10157,"A703486","","2616 Lou John St in Austin (TX)","Stray","Normal","Cat","Spayed Female","4 years","Domestic Shorthair Mix","Tortie",2015-05-25,"SCRP","Spayed Female","4 years",2015-05-26,2011-05-25,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",1461
"10176",10176,"A703519","","Austin (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Black/White",2015-05-25,"Partner","Unknown","3 weeks",2015-05-26,2015-05-03,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10181",10181,"A703551","","2705 Wheless Ln in Austin (TX)","Stray","Pregnant","Cat","Intact Male","0 years","Domestic Shorthair Mix","Brown Tabby",2015-05-26,"In Kennel","Intact Male","2 days",2015-05-28,2015-05-26,"Died",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",0
"10197",10197,"A703583","*Aspen","6403 Tiner Trl in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Siamese Mix","Lynx Point",2015-05-27,"Foster","Spayed Female","6 months",2015-11-24,2015-04-27,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",30
"10201",10201,"A703669","*Georgia","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Brown Tabby/White",2015-05-27,"Partner","Spayed Female","2 years",2015-09-20,2013-05-27,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",730
"10202",10202,"A703609","Oreo","12138 N Lamar Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Medium Hair Mix","Black/White",2015-05-27,"","Neutered Male","1 month",2015-06-30,2015-04-30,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"1",27
"10215",10215,"A703638","*Henry","9052 Galewood Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange/White",2015-05-27,"Foster","Neutered Male","2 months",2015-06-23,2015-04-18,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",39
"10216",10216,"A703621","","8400 Ganttcrest Drive in Austin (TX)","Stray","Normal","Cat","Spayed Female","5 years","Domestic Shorthair Mix","Brown Tabby",2015-05-27,"SCRP","Spayed Female","5 years",2015-05-28,2010-05-27,"Transfer",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",1826
"10227",10227,"A703639","*Harry","9052 Galewood Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby/White",2015-05-27,"Foster","Neutered Male","2 months",2015-06-23,2015-04-18,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",39
"10233",10233,"A703598","*Tigger","506 Blueberry Hill in Austin (TX)","Stray","Sick","Cat","Intact Male","4 weeks","Snowshoe Mix","Lynx Point",2015-05-27,"Foster","Neutered Male","1 month",2015-06-26,2015-04-27,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
"10238",10238,"A703683","Juno","5211 Eilers Avenue in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie",2015-05-27,"","Spayed Female","2 months",2015-06-23,2015-04-19,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",38
"10247",10247,"A703604","","12138 N Lamar Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Medium Hair Mix","Blue Tabby",2015-05-27,"Foster","Spayed Female","2 months",2015-07-18,2015-04-30,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"1",27
"10250",10250,"A703569","","St Johns /Highland Village in Austin (TX)","Stray","Sick","Cat","Intact Female","4 weeks","Domestic Medium Hair","Black",2015-05-27,"Partner","Intact Female","4 weeks",2015-05-27,2015-04-27,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",30
"10257",10257,"A703755","Emerald","1071 Clayton Ln in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Shorthair Mix","Black",2015-05-28,"","Neutered Male","2 years",2015-06-01,2013-05-28,"Return to Owner",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",730
"10263",10263,"A703728","","1408 Summit St in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Torbie/White",2015-05-28,"SCRP","Intact Female","2 years",2015-05-29,2013-05-28,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",730
"10266",10266,"A703742","","6301 Harold Ct in Austin (TX)","Stray","Injured","Cat","Intact Female","1 month","Himalayan Mix","Seal Point",2015-05-28,"Suffering","Intact Female","1 month",2015-05-28,2015-04-21,"Euthanasia",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",37
"10268",10268,"A703731","*Jam","1408 Summit St in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black Smoke",2015-05-28,"Foster","Neutered Male","3 months",2015-07-18,2015-04-17,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",41
"10275",10275,"A703776","*Soraya","5703 Mcneil Dr in Austin (TX)","Stray","Sick","Cat","Intact Female","1 year","Domestic Medium Hair Mix","Brown Tabby",2015-05-28,"Partner","Spayed Female","2 years",2015-06-15,2013-05-29,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0",729
"10283",10283,"A703802","*Benny","1300 Fm 812 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue",2015-05-29,"","Neutered Male","2 months",2015-07-06,2015-04-22,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",37
"10290",10290,"A703867","","Mansell And Gonzalez in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Tortie",2015-05-29,"Partner","Intact Female","3 weeks",2015-05-29,2015-05-07,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10291",10291,"A703870","","Mansell And Gonzalez in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Orange Tabby/White",2015-05-29,"Partner","Intact Female","3 weeks",2015-05-29,2015-05-07,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",22
"10307",10307,"A703863","","10506 Newmon Rd #B in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Blue Tabby",2015-05-29,"Partner","Intact Male","4 weeks",2015-05-31,2015-04-29,"Transfer",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",30
"10313",10313,"A703801","Kieran","1300 Fm 812 in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White/Blue",2015-05-29,"","Neutered Male","2 months",2015-07-06,2015-04-22,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",37
"10316",10316,"A703869","","Mansell And Gonzalez in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Calico",2015-05-29,"Partner","Intact Female","3 weeks",2015-05-29,2015-05-07,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10324",10324,"A703948","Butterscotch","Lake Austin Blvd in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","American Shorthair Mix","Cream/White",2015-05-30,"","Spayed Female","3 months",2015-06-07,2015-03-03,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1",88
"10325",10325,"A703925","","5612 Kleberg Trail in Austin (TX)","Stray","Normal","Cat","Unknown","2 days","Domestic Shorthair Mix","White/Blue Tabby",2015-05-30,"Partner","Unknown","2 days",2015-05-30,2015-05-28,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",2
"10333",10333,"A703895","","7201 Levander Loop in Austin (TX)","Stray","Nursing","Cat","Unknown","1 day","Domestic Shorthair Mix","White",2015-05-30,"Partner","Unknown","1 weeks",2015-06-07,2015-05-29,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",1
"10340",10340,"A703947","","12814 Copper Cliff in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Calico",2015-05-30,"Foster","Spayed Female","2 months",2015-07-19,2015-04-30,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",30
"10341",10341,"A703914","*Tara","South Austin in Austin (TX)","Stray","Aged","Cat","Intact Female","10 years","Domestic Shorthair Mix","Calico",2015-05-30,"Partner","Intact Female","10 years",2015-06-26,2005-05-30,"Transfer",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",3652
"10351",10351,"A703959","","Austin (TX)","Stray","Nursing","Cat","Unknown","3 days","Domestic Shorthair Mix","Brown Tabby",2015-05-30,"Partner","Unknown","3 days",2015-05-30,2015-05-27,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",3
"10353",10353,"A703923","Fluffy","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Black/White",2015-05-30,"","Spayed Female","2 months",2015-06-01,2015-03-17,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",74
"10355",10355,"A703894","*Fluff","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Turkish Van Mix","White/Blue",2015-05-30,"Offsite","Neutered Male","3 months",2015-08-02,2015-05-01,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"1",29
"10358",10358,"A703962","","Austin (TX)","Stray","Nursing","Cat","Unknown","3 days","Domestic Shorthair Mix","Brown Tabby",2015-05-30,"Partner","Unknown","3 days",2015-05-30,2015-05-27,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",3
"10359",10359,"A703920","Susuwatari","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie",2015-05-30,"","Intact Female","1 month",2015-06-06,2015-04-06,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",54
"10362",10362,"A703939","*Ernie","Oltorf And Parker in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Black/White",2015-05-30,"Foster","Neutered Male","2 months",2015-07-18,2015-05-03,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",27
"10364",10364,"A703926","*Vinny","Goodrich Ave And S Lamar Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Brown Tabby/White",2015-05-30,"","Neutered Male","2 months",2015-06-24,2015-04-21,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"1",39
"10366",10366,"A704031","*Daquiri","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Black",2015-05-31,"Partner","Spayed Female","3 months",2015-07-02,2015-03-31,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",61
"10368",10368,"A704042","","20906 Delorio in Manor (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Black/White",2015-05-31,"Partner","Unknown","3 weeks",2015-05-31,2015-05-09,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10370",10370,"A704046","","Manchaca Rd & W Stassney Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Brown Tabby",2015-05-31,"Partner","Intact Female","4 weeks",2015-05-31,2015-05-01,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",30
"10380",10380,"A703990","*Larry","3800 Alexandria in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","White/Black",2015-05-31,"Foster","Neutered Male","3 months",2015-07-19,2015-04-16,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",45
"10383",10383,"A704044","","20906 Delorio in Manor (TX)","Stray","Normal","Cat","Unknown","3 weeks","Domestic Shorthair Mix","Black/White",2015-05-31,"Partner","Unknown","3 weeks",2015-05-31,2015-05-09,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",22
"10387",10387,"A704019","","205 E Croslin St in Austin (TX)","Stray","Nursing","Cat","Unknown","3 days","Domestic Shorthair Mix","Brown Tabby",2015-05-31,"Partner","Unknown","3 days",2015-05-31,2015-05-28,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",3
"10390",10390,"A704021","Cheeseburger","10300 Golden Meadow in Austin (TX)","Stray","Normal","Cat","Spayed Female","10 years","Domestic Longhair Mix","Orange Tabby",2015-05-31,"","Spayed Female","10 years",2015-06-13,2005-05-31,"Adoption",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"1",3652
"10392",10392,"A704020","","205 E Croslin St in Austin (TX)","Stray","Nursing","Cat","Unknown","3 days","Domestic Shorthair Mix","Brown",2015-05-31,"Partner","Unknown","3 days",2015-05-31,2015-05-28,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",3
"10397",10397,"A704037","","20906 Delorio in Manor (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White",2015-05-31,"SCRP","Intact Female","1 year",2015-06-01,2014-05-31,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",365
"10398",10398,"A704033","Dash","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair Mix","Gray Tabby",2015-05-31,"","Neutered Male","2 months",2015-06-04,2015-03-16,"Adoption",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"1",76
"10409",10409,"A704127","","Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White",2015-06-01,"Partner","Intact Female","1 month",2015-06-07,2015-05-01,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",31
"10412",10412,"A704102","","10500 Plains Trail in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White",2015-06-01,"SCRP","Intact Female","1 year",2015-06-02,2014-06-01,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",365
"10413",10413,"A694915","Cheese","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Orange Tabby/White",2015-06-01,"","Neutered Male","1 year",2015-06-14,2014-01-06,"Adoption",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",511
"10414",10414,"A704141","*Harry","12435 Dessau Rd in Austin (TX)","Stray","Sick","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Orange Tabby",2015-06-01,"Foster","Neutered Male","3 years",2015-09-23,2012-06-01,"Adoption",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",1095
